NBLC HIGHLIGHT,NBLC MEMBER PHOTO,NBLC Member,FILE NAME,Location,FZ Name,Zone Code,Zone Name,Market Code,Market,Market Manager ,Field Consultant Name,Store Manager,Store Type,Address ,City,State or Province,Postal Code,Country ,Open Status Code,Open Date,Close Date,Vicinity,Phone Number,CDC Code,CDC Name,Wholesale Center,DMA Code,DMA Name,Wholesale Center,Alcohol Flag,Liquor Flag,Gas Flag,Gas Brand,BCP,Store Name,Store Type,Region,FC Email
,,,,33646,"Rai, Nalesh S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Jesse Olsen,Store Mgr Unassigned,F,4010 LAKE ROAD,West Sacramento,CA,95691,US,O,06/27/2006,,Nec West Sacramento 76,(916)372-8903,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Olsen, Jesse"
,,,,36476,"Rai, Nalesh S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Tracie O'connell,Store Mgr Unassigned,F,290 N SUNRISE AVE,Roseville,CA,95661,US,O,12/31/2012,,Sunrise at Lead Hill Rd,(916)774-0134,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"O'connell, Tracie"
,,,,33887,"Rainford, John ",71999,Heartland,1912,West Chicago,Rowdy Bush,David S Jones,Store Mgr Unassigned,F,399 S. PROSPECT,Bartlett,IL,60103,US,O,08/10/2006,,S Prospect,(630)289-1328,CGO,Chicago,MI,602,Chicago Il,MI,Y,Y,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Jones, David"
,,,,33744,"Raj, Vanita ",71999,Heartland,1913,North Chicago,Matthew Pickelsimer,Gary W Stepina,Store Mgr Unassigned,F,976 N NORTHWEST HWY,Park Ridge,IL,60068,US,O,08/10/2006,,N Northwest Hwy,(847)823-3579,CGO,Chicago,MI,602,Chicago Il,MI,Y,Y,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Stepina, Gary"
,,,,34715,"Raj, Vanita ",71999,Heartland,1914,City Chicago,Thomas Rose,Brian L Stacy,Vanita Raj,F,4101 GEORGE PLACE,Schiller Park,IL,60176,US,O,03/24/2011,,George Pl at I-294,(847)233-9060,CGO,Chicago,MI,602,Chicago Il,MI,N,N,Y,Mobil,N,7-Eleven Store,Suburban Neighborhood,WEST,"Stacy, Brian"
,,,,33874,"Raja, Faisal ",71999,Heartland,1912,West Chicago,Rowdy Bush,Michael J Broad,Store Mgr Unassigned,F,336 E. WILSON,Batavia,IL,60510,US,O,08/10/2006,,E Wilson,(630)406-9514,CGO,Chicago,MI,602,Chicago Il,MI,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Broad, Michael"
,,,,33877,"Raja, Faisal ",71999,Heartland,1912,West Chicago,Rowdy Bush,Yanira Marin,Alan Tangney,F,594 SOUTH MAIN,Lombard,IL,60148,US,O,08/10/2006,,S Main,(630)916-8224,CGO,Chicago,MI,602,Chicago Il,MI,N,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Marin, Yanira"
,,,,33288,"Raja, Khalid ",71399,Patriot,2515,Richmond,James Boone,Mohamed A Kassim,The Raja Group,F,11119 GORDON ROAD,Fredericksburg,VA,22407,US,O,10/01/2002,,Sec Gordon at Salem Fields,(540)548-1373,RCH,Richmond,MZ,511,Washington Dc-Md,MZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Kassim, Mohamed"
,,,,25268,"Rajani, Amin ",71699,Lone Star,1611,West Dfw,Michelle Cram,Michael K Breitwieser,Amin Rajani,F,S 966 MILL ST,Lewisville,TX,75057,US,O,01/04/1984,,Mill St at Hwy 121,(972)221-1333,NTX,No. Texas,SW,623,Dallas-Ft. Worth,SW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Breitwieser, Michael"
,,,,14333,"Rajasonsi, Hardeep K",72399,North Pacific,2366,Golden Gate,Robert Young,Don J Hayden,Raman Arora,F,2640 CALIFORNIA ST,Mountain View,CA,94040,US,O,04/01/1966,,California Nr San Antonio,(650)941-7792,BAY,Bay Area,SA,807,San Francisco Ca,SA,Y,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Hayden, Don"
,,,,25840,"Rajput, Ishtiaq A",72399,North Pacific,2363,Oregon,Kristen Bill,Stacey L Bush,Store Mgr Unassigned,F,39695 PROCTOR BLVD,Sandy,OR,97055,US,O,08/15/1984,,Hwy 26 & Ten Eyck Rd,(503)668-8642,PNW,Pacific Northwest,NW,820,Portland Or,NW,Y,N,N,,N,7-Eleven Store,Rural,WEST,"Bush, Stacey"
,,,,35632,"Rajput, Jatinder ",71999,Heartland,1914,City Chicago,Thomas Rose,Kevin Egidi,Natasha Palm,F,2821 N ASHLAND,Chicago,IL,60657,US,O,06/18/2012,,N Ashland Nr Diversey,(773)281-3141,CGO,Chicago,MI,602,Chicago Il,MI,Y,Y,N,,N,7-Eleven Store,Dense Residential,WEST,"Egidi, Kevin"
,,,,35504,"Rajput, Jyoti ",71999,Heartland,1914,City Chicago,Thomas Rose,Brian L Stacy,Store Mgr Unassigned,F,1415 W IRVING PARK RD,Chicago,IL,60613,US,O,01/02/2013,,Irving Park Nr Southport,(773)549-2099,CGO,Chicago,MI,602,Chicago Il,MI,N,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Stacy, Brian"
,,,,22056,"Rajyaguru, Hareshkuma P",71999,Heartland,1913,North Chicago,Matthew Pickelsimer,John W Ranieri,*,F,145 TOWN LINE RD,Vernon Hills,IL,60061,US,O,12/31/1979,,Rt 60 at Vernon Lane,(847)680-0916,CGO,Chicago,MI,602,Chicago Il,MI,Y,Y,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Ranieri, John"
,,,,35597,"Ram, Balak ",72399,North Pacific,2363,Oregon,Kristen Bill,Jack D Dyal,Store Mgr Unassigned,F,1715 SE TACOMA ST,Portland,OR,97202,US,O,08/14/2012,,Tacoma at Se 17th,(503)234-7139,PNW,Pacific Northwest,NW,820,Portland Or,NW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Dyal, Jack"
,,,,32123,"Ramachandran, Shanti ",72499,North Atlantic,2421,New York Queens,Mandi Licul,Andrew Schenck,Store Mgr Unassigned,F,225-08 JERICHO TURNPIKE,Floral Park,NY,11001,US,O,03/07/1996,,225-08 Jamaica Ave,(516)354-0188,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Dense Residential,EAST,"Schenck, Andrew"
,,,,32637,"Ramachandran, Shanti ",72499,North Atlantic,2422,New York Nassau,Peter Vogelsberg,Qader Ahmad,Store Mgr Unassigned,F,901 JERICHO TRUNPIKE,Huntington Station,NY,11746,US,O,08/20/1999,,901 Jericho Trunpike,(631)423-7117,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Ahmad, Qader"
,,,,36842,"Ramakrishnan, Rukmani ",71399,Patriot,2532,Carolina,Adam Robbins,Devraj D Desai,Mary Talbert,F,2770 REDIVILLE RD,Spartanburg,SC,29301,US,O,04/04/2013,,Rediville at Oak Grove Rd,(864)574-7926,CLT,Charlotte,NC,567,Greenville Sc-Nc,NC,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Desai, Devraj"
,,,,10767,"Ramesh, Chedharamp S",72599,Liberty,2554,Nova-Potomac Battlefield,Jason Horan,Thomas E Stewart Ii,Chedharamp Ramesh,F,13304 OCCOQUAN RD,Woodbridge,VA,22191,US,O,03/01/1960,,Occoquan Rd at F St,(703)494-7373,RCH,Richmond,MZ,511,Washington Dc-Md,MZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Stewart Ii, Thomas"
,,,,29791,"Ramkalawan, Vashti ",72499,North Atlantic,2423,New York Suffolk,Rochelle Oppedisano-ganss,Ronald E Nelson,Store Mgr Unassigned,F,5640-70 SUNRISE HWY,Sayville,NY,11782,US,O,11/14/1991,,Sunrise Hwy at Raft,(631)567-3456,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Nelson, Ronald"
,,,,34178,"Ramkalawan, Vashti ",72499,North Atlantic,2422,New York Nassau,Peter Vogelsberg,Lesvia S Paress,Store Mgr Unassigned,F,713 ATLANTIC AVE,Baldwin,NY,11510,US,O,12/28/2009,,Atlantic Ave at Grand Ave,(516)223-2347,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Paress, Lesvia"
,,,,26279,"Ramlagan, Kishore ",72199,Greater La,2171,Inland Empire,William Halverson,Paul R Sebastian,*,F,298 HOLIDAY DRIVE,Lake Arrowhead,CA,92352,US,O,04/10/1985,,Holiday at Mittry,(909)336-1697,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,Y,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Sebastian, Paul"
,,,,35861,"Ramos, Amilcar ",72399,North Pacific,2363,Oregon,Kristen Bill,Curt J Platte,Store Mgr Unassigned,F,5150 NE MLK JR BLVD,Portland,OR,97211,US,O,12/06/2012,,Mlk at Ne Sumner St,(503)284-6130,PNW,Pacific Northwest,NW,820,Portland Or,NW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Platte, Curt"
,,,,10802,"Ramos, Ana M",71399,Patriot,2511,Norfolk,Andrew Rubin,Christine L Donovan,Ana Rosario,F,7931 HALPRIN DR,Norfolk,VA,23518,US,O,06/15/1960,,Halprin/Dominion,(757)587-7470,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Donovan, Christine"
,,,,24275,"Ramy, Mouna ",71599,Florida,1506,North Orlando,Heather Ward,William T Bliss,Mnr Ramy Inc.,F,1500 W SMITH ST,Orlando,FL,32804,US,O,07/21/1983,,Princeton at Smith,(407)425-9979,LAK,Florida,ME,534,Orlando-Daytona,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Bliss, William"
,,,,25495,"Ramy, Mouna ",71599,Florida,1506,North Orlando,Heather Ward,William T Bliss,"Mnr Convenience, Inc.",F,8003 LAKE UNDERHILL RD,Orlando,FL,32822,US,O,03/26/1985,,Lake Underhill & Chickasa,(407)281-7798,LAK,Florida,ME,534,Orlando-Daytona,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Bliss, William"
,,,,18490,"Rana, Avtar ",72399,North Pacific,2360,North Puget Sound,Theresa Sigurjonsson,Angela Mckinley,*,F,605 91ST NE,Lake Stevens,WA,98258,US,O,04/30/1977,,91st Aave at Hwy 204,(425)334-5811,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Mckinley, Angela"
,,,,23176,"Rana, Avtar ",72399,North Pacific,2360,North Puget Sound,Theresa Sigurjonsson,Ella Anumodu,*,F,12704 MUKILTEO SPEEDWAY,Mukilteo,WA,98275,US,O,12/17/1982,,Nwc Mukilteo Spwy & Bever,(425)353-1595,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Anumodu, Ella"
,,,,23258,"Rana, Avtar ",72399,North Pacific,2360,North Puget Sound,Theresa Sigurjonsson,Ella Anumodu,*,F,8410 MUKILTEO SPWY UNIT J,Mukilteo,WA,98275,US,O,12/14/1982,,Swc Mukilteo Spwy & 84th,(425)355-1551,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Anumodu, Ella"
,,,,33166,"Rana, Avtar ",72399,North Pacific,2360,North Puget Sound,Theresa Sigurjonsson,Ella Anumodu,Store Mgr Unassigned,F,711 112TH STREET,Everett,WA,98208,US,O,08/12/2002,,Nec 112th Street,(425)348-7860,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Anumodu, Ella"
,,,,20872,"Rana, Jaspal S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,Amy D Rhodes,*,F,19825 MOUNTAIN HWY,Spanaway,WA,98387,US,O,02/01/1979,,Mountain Hwy at Fields Rd,(253)847-1208,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,N,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Rhodes, Amy"
,,,,26198,"Rana, Jaspal S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,Amy D Rhodes,*,F,10814 PACIFIC HWY SW,Lakewood,WA,98499,US,O,07/15/1986,,Pacific Hwy at 108th St,(253)582-3650,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Rhodes, Amy"
,,,,32867,"Rana, Jasvir S",72399,North Pacific,2364,North Valley,Lisa Carrasco,David J Fink,*,F,2101 SUNSET BLVD,Rocklin,CA,95765,US,O,03/01/2000,,Sunset Blvd,(916)315-2182,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Fink, David"
,,,,33315,"Rana, Jasvir S",72399,North Pacific,2365,Capital Valley,Greg Ruffoni,Heidi O Carrasco,Store Mgr Unassigned,F,5501 AUBURN BLVD.,Sacramento,CA,95841,US,O,04/08/2002,,Nwc Auburn at Garfield,(916)349-9249,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Carrasco, Heidi"
,,,,39207,"Rana, Jasvir S",72399,North Pacific,2365,Capital Valley,Greg Ruffoni,Heidi O Carrasco,Store Mgr Unassigned,F,2401 SUNRISE BLVD,Rancho Cordova,CA,95670,US,O,06/09/2010,,Sunrise at Zinfandel,(916)635-3372,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,Y,Bcp Store,Suburban Commuter,WEST,"Carrasco, Heidi"
,,,,39258,"Rana, Jasvir S",72399,North Pacific,2364,North Valley,Lisa Carrasco,David J Fink,Store Mgr Unassigned,F,5380 LINDHURST AVE,Marysville,CA,95901,US,O,07/07/2009,,Lindhurst Ave Nr Hwy 70,(530)749-8096,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,Y,Bcp Store,Suburban Neighborhood,WEST,"Fink, David"
,,,,39337,"Rana, Jasvir S",72399,North Pacific,2364,North Valley,Lisa Carrasco,David J Fink,Store Mgr Unassigned,F,1216 GALLERIA,Roseville,CA,95678,US,O,03/25/2010,,Galleria at Antelope Creek,(916)780-0831,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,Y,Bcp Store,Suburban Commuter,WEST,"Fink, David"
,,,,39425,"Rana, Jasvir S",72399,North Pacific,2365,Capital Valley,Greg Ruffoni,Heidi O Carrasco,Tirath Sahota,F,9199 FOLSOM BLVD,Sacramento,CA,95826,US,O,11/12/2010,,Folsom at La Riviera Dr,(916)362-3001,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,Y,N,,Y,Bcp Store,Suburban Commuter,WEST,"Carrasco, Heidi"
,,,,39619,"Rana, Jasvir S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Heather E Bomann,Store Mgr Unassigned,F,21 WHYTE AVE,Roseville,CA,95661,US,O,12/23/2013,,Whyte Ave at Auburn Blvd,(916)722-1001,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,Y,Bcp Store,Suburban Commuter,WEST,"Bomann, Heather"
,,,,10781,"Rana, Jignesh S",72599,Liberty,2554,Nova-Potomac Battlefield,Jason Horan,Thomas E Stewart Ii,Jignesh & Mukti Rana,F,1910 ELKINS ST,Alexandria,VA,22308,US,O,04/01/1963,,Elkin St Nr Ft Hunt Rd,(703)799-4707,NVA,No. Virginia,MZ,511,Washington Dc-Md,MZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Stewart Ii, Thomas"
,,,,35692,"Rana, Muhammad T",72099,South West,1606,North Utah,Russ Neilson,Rachel Haygood,Dustin Cunning,F,3405 WASHINGTON BLVD,Ogden,UT,84401,US,O,12/12/2012,,Washington at 34th St,(801)621-1947,SLK,Salt Lake,SL,770,Salt Lake City,SL,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Haygood, Rachel"
,,,,26342,"Rana, Prem ",71699,Lone Star,1611,West Dfw,Michelle Cram,Glenn J Mutz,Prem Rana,F,101 E GLADE RD,Euless,TX,76039,US,O,05/08/1985,,Glade Rd at Main St,(817)283-6217,NTX,No. Texas,SW,623,Dallas-Ft. Worth,SW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Mutz, Glenn"
,,,,36317,"Rana, Prem ",71699,Lone Star,1611,West Dfw,Michelle Cram,Glenn J Mutz,Store Mgr Unassigned,F,1500 KELLER PKWY,Keller,TX,76248,US,O,11/01/2012,,Keller at Smithfield Rd,(817)562-3391,NTX,No. Texas,SW,623,Dallas-Ft. Worth,SW,Y,N,Y,Chevron,N,7-Eleven Store,Suburban Commuter,WEST,"Mutz, Glenn"
,,,,25644,"Ranabothu, Narsimha ",71399,Patriot,2515,Richmond,James Boone,Donald L Wilburn Iii,Narsimha Ranabothu,F,2308 CHAMBERLAYNE AVE,Richmond,VA,23222,US,O,06/29/1984,,Chamberlayne at Graham,(804)321-7035,RCH,Richmond,MZ,556,Richmond,MZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Wilburn Iii, Donald"
,,,,32809,"Randev, Karan ",71999,Heartland,1937,Colorado,Donald Buck,David P Lopez,Karan Randev,F,10128 N WADSWORTH PKWY,Westminster,CO,80021,US,O,12/21/1999,,10128 N Wadsworth,(303)635-2204,COL,Colorado,MW,751,Denver-Ft. Collins,MW,Y,N,Y,Conoco,N,7-Eleven Store,Suburban Commuter,WEST,"Lopez, David"
,,,,19721,"Randhawa, Amardeep ",71099,Appalachian,2702,Ohio,Ryan Ross,Tiffany V Fason,Store Mgr Unassigned,F,16303 LIBBY RD,Maple Heights,OH,44137,US,O,10/01/2012,,Libby at Lee Rd,(216)518-1854,PIT,Pittsburgh,MK,510,Cleveland Oh,MK,Y,Y,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Fason, Tiffany"
,,,,36738,"Randhawa, Amardeep ",71099,Appalachian,2702,Ohio,Ryan Ross,Tiffany V Fason,Store Mgr Unassigned,F,20420 CHAGRIN BLVD,Shaker Heights,OH,44122,US,O,03/25/2013,,Chagrin at Northfield Rd,(216)752-9579,PIT,Pittsburgh,MK,510,Cleveland Oh,MK,Y,Y,N,BP,N,7-Eleven Store,Suburban Commuter,EAST,"Fason, Tiffany"
,,,,32819,"Randhawa, Baljinder ",71099,Appalachian,1971,Southwest Detroit,David Heagle,Patricia A Risk,Store Mgr Unassigned,F,19901 MASONIC,Roseville,MI,48066,US,O,08/02/1999,,Nwc Little Mack,(586)285-1215,DTR,Detroit,MI,505,Detroit,MI,N,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Risk, Patricia"
,,,,39621,"Randhawa, Daljit S",72199,Greater La,2176,La South Bay,Jeddy Reed,Nazareth Alferez,Store Mgr Unassigned,F,10772 LOS ALAMITOS BLVD,Los Alamitos,CA,90720,US,O,12/05/2012,,Los Alamitos at Catelina,(562)430-4584,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,Y,N,,Y,Bcp Store,Suburban Commuter,WEST,"Alferez, Nazareth"
,,,,25676,"Randhawa, Harinder S",71099,Appalachian,1971,Southwest Detroit,David Heagle,Patricia A Risk,*,F,17895 12 MILE RD,Roseville,MI,48066,US,O,08/22/1984,,12 Mile at Utica,(586)779-3206,DTR,Detroit,MI,505,Detroit,MI,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Risk, Patricia"
,,,,33283,"Randhawa, Jasbir ",72199,Greater La,2176,La South Bay,Jeddy Reed,Carl S Escobar,Store Mgr Unassigned,F,17620 BELLFLOWER BLVD.,Bellflower,CA,90706,US,O,06/18/2003,,Swc Bellflower & Ramona,(562)925-1687,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Escobar, Carl"
,,,,33492,"Randhawa, Jasbir ",72199,Greater La,2176,La South Bay,Jeddy Reed,Carl S Escobar,Store Mgr Unassigned,F,3410 LONG BEACH BLVD,Long Beach,CA,90807,US,O,08/19/2005,,Nec Long Beach Blvd at War,(562)981-9019,LAX,Los Angeles,SZ,803,Los Angeles,SZ,N,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Escobar, Carl"
,,,,35718,"Randhawa, Jasbir ",72199,Greater La,2174,Orange Coast,Jeff Strader,Catherine L Ortego,Store Mgr Unassigned,F,3310 E IMPERIAL HWY,Brea,CA,92821,US,O,10/11/2012,,Imperial Hwy at Valencia,(714)792-0540,LAX,Los Angeles,SZ,803,Los Angeles,SZ,N,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Ortego, Catherine"
,,,,10654,"Randhawa, Jitender S",72599,Liberty,2581,Nova West,John Donovan,Wayne A Kelly,Jitender Randhawa,F,7420 OLD CENTREVILLE ROAD,Manassas,VA,20111,US,O,12/01/1969,,7420 Old Centreville Road,(703)368-6539,RCH,Richmond,MZ,511,Washington Dc-Md,MZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Kelly, Wayne"
,,,,20343,"Randhawa, Karamjit S",71999,Heartland,1604,South Colorado,Tracy Petrovic,Vonley Starkey,Randy Randhawa,F,2407 N. UNION BLVD.,Colorado Springs,CO,80909,US,O,06/01/1978,,Union Blvd at Jackson St,(719)635-0180,COL,Colorado,MW,752,Colorado Springs Co,MW,Y,N,N,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Starkey, Vonley"
,,,,35880,"Randhawa, Komaldeep ",71999,Heartland,1937,Colorado,Donald Buck,Joshua M Birney,Scott Long,F,1401 ELIZABETH ST,Fort Collins,CO,80521,US,O,05/10/2013,,Elizabeth Nr City Pk Ave,(970)493-0524,COL,Colorado,MW,751,Denver-Ft. Collins,MW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Birney, Joshua"
,,,,24641,"Randhawa, Manpreet S",71399,Patriot,2511,Norfolk,Andrew Rubin,Tonya L Collier,Sheena Lamb,F,3805 COLLEY AVE,Norfolk,VA,23508,US,O,08/26/1983,,Colley Ave Btwn 38th & 39,(757)423-4448,TDW,Tidewater,NC,544,Norfolk-Portsmouth,NC,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,EAST,"Collier, Tonya"
,,,,32799,"Randhawa, Navpreet ",71599,Florida,1551,Tampa,Sean Williams,John J Haraschak,Navpreet Randhawa,F,12049 W. LINEBAUGH AVE,Tampa,FL,33626,US,O,12/10/1999,,Nec Linebaugh Ave,(813)818-0773,LAK,Florida,ME,539,Tampa-Fl,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Haraschak, John"
,,,,32973,"Randhawa, Navpreet ",71599,Florida,1551,Tampa,Sean Williams,John J Haraschak,Navpreet Randhawa,F,13151 RACE TRACK RD,Tampa,FL,33626,US,O,10/04/2000,,Nec Race Track Rd,(813)855-9627,LAK,Florida,ME,539,Tampa-Fl,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Haraschak, John"
,,,,34643,"Randhawa, Sartaj S",72599,Liberty,2581,Nova West,John Donovan,Prithipal S Sujlana,Sartaj Randhawa,F,9166 MATHIS AVE,Manassas,VA,20110,US,O,12/28/2010,,Mathis Ave Nr Sudley Rd,(703)331-5832,RCH,Richmond,MZ,511,Washington Dc-Md,MZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Sujlana, Prithipal"
,,,,23818,"Rangi, Tarlochan S",72199,Greater La,2171,Inland Empire,William Halverson,Paul R Sebastian,*,F,24156 LAKE DR,Crestline,CA,92325,US,O,10/08/1982,,Nwc Lake Dr & Gregory Pl,(909)338-5224,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"Sebastian, Paul"
,,,,33442,"Rangi, Tarlochan S",72199,Greater La,2171,Inland Empire,William Halverson,Kitikorn T Singcharoen,Store Mgr Unassigned,F,1276 W BASELINE RD,Rialto,CA,92376,US,O,01/18/2005,,Nec W Baseline Rd at Ayala,(909)820-6927,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Singcharoen, Kitikorn"
,,,,35348,"Rangi, Tarlochan S",72199,Greater La,2171,Inland Empire,William Halverson,Kitikorn T Singcharoen,Store Mgr Unassigned,F,688 W BASELINE,Rialto,CA,92376,US,O,11/02/2011,,Baseline at Cactus,(909)875-7490,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,76,N,7-Eleven Store,Suburban Commuter,WEST,"Singcharoen, Kitikorn"
,,,,39173,"Ranmeet, Singh ",72599,Liberty,2546,Delmar Bay,Sandie Bower,Danny E Jones,Ranmeet Singh,F,1401 DORSEY RD,Hanover,MD,21076,US,O,11/04/2008,,Dorsey Rd at Ridge Rd,(410)859-5730,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,N,,Y,Bcp Store,Suburban Neighborhood,EAST,"Jones, Danny"
,,,,39197,"Ranmeet, Singh ",72599,Liberty,2546,Delmar Bay,Sandie Bower,Danny E Jones,Ranmeet Singh,F,6971 BALTIMORE ANNAPOLIS,Baltimore,MD,21225,US,O,12/22/2008,,Baltimore at Hammonds Ln,(410)789-6296,NMD,No. Maryland,MZ,512,Baltimore Md,MZ,N,N,N,,Y,Bcp Store,Suburban Commuter,EAST,"Jones, Danny"
,,,,34051,"Rao, Deepak ",72499,North Atlantic,2421,New York Queens,Mandi Licul,Barrington Gordon,Store Mgr Unassigned,F,520 FIFTH AVE,Brooklyn,NY,11215,US,O,03/19/2008,,Wc Fifth Ave at 14th St,(718)499-0247,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Dense Residential,EAST,"Gordon, Barrington"
,,,,35630,"Rao, Deepak ",72499,North Atlantic,2424,New York Manhattan,Paula Bamford,Lazaro Rodriguez,Store Mgr Unassigned,F,302 8TH AVE,New York,NY,10001,US,O,08/14/2012,,8th Ave at 25th St,(212)255-3121,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Dense Daytime,EAST,"Rodriguez, Lazaro"
,,,,36802,"Rao, Deepak ",72499,North Atlantic,2421,New York Queens,Mandi Licul,Barrington Gordon,Store Mgr Unassigned,F,1523 AVENUE J,Brooklyn,NY,11230,US,O,08/21/2013,,Avenue J at E 16th St,(718)677-0981,LIQ,Long Island,NE,501,New York Ny,NE,Y,N,N,,N,7-Eleven Store,Dense Residential,EAST,"Gordon, Barrington"
,,,,20100,"Raofi, Qayum A",72099,South West,2111,North County,Kristy Duncan,Douglas W Bartlett,*,F,4101 W. POINT LOMA BLVD,San Diego,CA,92110,US,O,11/15/1978,,W Point Loma at Chapman,(619)225-8744,SND,San Diego,SZ,825,San Diego Ca,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Bartlett, Douglas"
